star_rating,ipc-rating-star--maxRating,ipc-title-link-wrapper href,ipc-title__text,ipc-voting__label__text,ipc-voting__dot-separator,helpful,not_helpful,reviewer,ipc-link href,review_date,ipc-link href 2,main_review
9,/10,https://www.imdb.com/title/tt0068646/review/rw7208033/?ref_=tturv_2021,Review,Helpful,•,1,0,murismume,https://www.imdb.com/user/ur135371417/?ref_=tturv_usr_2021_t,"Aug 8, 2021",https://www.imdb.com/title/tt0068646/review/rw7208033/?ref_=tturv_perm_2021,Mafia people so cool they make me wanna buy italian pizza so great so amazing sheesh.
10,/10,https://www.imdb.com/title/tt0068646/review/rw7197356/?ref_=tturv_2022,BEST MOVIE OF ALL TIME,Helpful,•,0,1,Polotovar,https://www.imdb.com/user/ur135273424/?ref_=tturv_usr_2022_t,"Aug 5, 2021",https://www.imdb.com/title/tt0068646/review/rw7197356/?ref_=tturv_perm_2022,"The Godfather is one of the best movies ever. It has an excellent story with an excellent mafia atmosphere, and since I love the mafia theme, I fell in love with this film. It's unbelievable how well the film is made, and it's a 1972 film. The actor Al Pacino, who played Michael Corleone, performed a perfect job, and the godfather himself is definitely worth mentioning. Overall, all the actors did an excellent performance here. There are a lot of legendary scenes. The scene in Italy is one of the best and maybe the best scene of all the movies ever. There is also a soundtrack, which is masterful and it is one of the best soundtracks ever. Also maybe the best ever. The Godfather is MASTERPIECE and it's a MUST-SEE movie."
10,/10,https://www.imdb.com/title/tt0068646/review/rw7183075/?ref_=tturv_2023,"listen, whoever comes to you with this barzini meeting, he is the traitor",Helpful,•,1,0,mfkvk,https://www.imdb.com/user/ur92839933/?ref_=tturv_usr_2023_t,"Jul 31, 2021",https://www.imdb.com/title/tt0068646/review/rw7183075/?ref_=tturv_perm_2023,"""keep your friends close, but your enemies closer"", ""i'll make him an offer he can't refuse"", ""luca brasi sleeps with the fishes"", ""don't over-estimate the power of forgiveness"", ""if anything in this life is certain, if history's taught us anything, its that you can kill anyone"" etc. These words are still in my mind."
9,/10,https://www.imdb.com/title/tt0068646/review/rw7147146/?ref_=tturv_2024,The best movie for me,Helpful,•,0,1,Anuj-Kumaar,https://www.imdb.com/user/ur134296133/?ref_=tturv_usr_2024_t,"Jul 21, 2021",https://www.imdb.com/title/tt0068646/review/rw7147146/?ref_=tturv_perm_2024,The Godfather is one of the best films for me. The Godfather is arguably the best gangster drama as well as setting the standard for cinema.
9,/10,https://www.imdb.com/title/tt0068646/review/rw7147105/?ref_=tturv_2025,The Godfather,Helpful,•,1,0,MrFilmAndTelevisionShow,https://www.imdb.com/user/ur123158576/?ref_=tturv_usr_2025_t,"Jul 21, 2021",https://www.imdb.com/title/tt0068646/review/rw7147105/?ref_=tturv_perm_2025,"This film is definitely an important step in the world of cinema, the acting is great, the plot is great, everything about it is great. I however do not consider it to be one of my favourite films of all time, a very enjoyable film no doubt but in my view not something I'd put in my top ten."
8,/10,https://www.imdb.com/title/tt0068646/review/rw7147064/?ref_=tturv_2026,Excellent,Helpful,•,1,0,sachinsharma-07488,https://www.imdb.com/user/ur134293789/?ref_=tturv_usr_2026_t,"Jul 21, 2021",https://www.imdb.com/title/tt0068646/review/rw7147064/?ref_=tturv_perm_2026,The best movie I've have ever seen. Want to more movies like these.
10,/10,https://www.imdb.com/title/tt0068646/review/rw7136461/?ref_=tturv_2027,A masterpiece everyone should watch,Helpful,•,1,0,mariacachottova,https://www.imdb.com/user/ur107529114/?ref_=tturv_usr_2027_t,"Jul 18, 2021",https://www.imdb.com/title/tt0068646/review/rw7136461/?ref_=tturv_perm_2027,"A masterpiece everyone should watch. One of the best film ever made and surely my top film of my personal 100 most loved films. It shows the reality around us, the presence of evil and the presence of good inside evil. Everyone has good inside himself, even the most ruthless criminal."
10,/10,https://www.imdb.com/title/tt0068646/review/rw7124725/?ref_=tturv_2028,Absolutely A Masterpiece Movie,Helpful,•,0,1,kamleshsharma-62519,https://www.imdb.com/user/ur121847585/?ref_=tturv_usr_2028_t,"Jul 15, 2021",https://www.imdb.com/title/tt0068646/review/rw7124725/?ref_=tturv_perm_2028,This is the movie which is force me to sit continuously till the completion.
8,/10,https://www.imdb.com/title/tt0068646/review/rw7121859/?ref_=tturv_2029,A great introduction,Helpful,•,1,0,Movi3DO,https://www.imdb.com/user/ur130195767/?ref_=tturv_usr_2029_t,"Jul 14, 2021",https://www.imdb.com/title/tt0068646/review/rw7121859/?ref_=tturv_perm_2029,"Dom: I'm gonna make him an offer he can't refuse: FAMILYThe trilogy began. It's a story about family, revenge, and heritage in a mafia family in New York. The first half was a bit slow with many scenes that I felt lingered a bit too long. However, I loved Marlon Brando as The Godfather. The way he looked and acted was cool and conveyed a respected boss. I'm not entirely convinced on Al Pacino's character's transition, still in the second half his character became significantly better and more commanding. Of course the ending was awesome and showed the ironic way that Al Pacino's character changed. Overall it's a great first third. 8/10."
8,/10,https://www.imdb.com/title/tt0068646/review/rw7120528/?ref_=tturv_2030,Good Move Best Gangster,Helpful,•,0,1,AliXptv,https://www.imdb.com/user/ur134568942/?ref_=tturv_usr_2030_t,"Jul 14, 2021",https://www.imdb.com/title/tt0068646/review/rw7120528/?ref_=tturv_perm_2030,
10,/10,https://www.imdb.com/title/tt0068646/review/rw7091127/?ref_=tturv_2031,The best movies,Helpful,•,1,0,dzsoltx,https://www.imdb.com/user/ur134277102/?ref_=tturv_usr_2031_t,"Jul 4, 2021",https://www.imdb.com/title/tt0068646/review/rw7091127/?ref_=tturv_perm_2031,
10,/10,https://www.imdb.com/title/tt0068646/review/rw7079410/?ref_=tturv_2032,Must watch for every movie lover.,Helpful,•,1,0,iamitsingh-32608,https://www.imdb.com/user/ur118598786/?ref_=tturv_usr_2032_t,"Jul 1, 2021",https://www.imdb.com/title/tt0068646/review/rw7079410/?ref_=tturv_perm_2032,"One of the best movies based on the underworld. The story holds you until the end. The terrific performance of the actors are very much convincing. Overall, it's a must-watch for every movie lover."
10,/10,https://www.imdb.com/title/tt0068646/review/rw7065069/?ref_=tturv_2033,An immortal cinematic masterpiece in the history of cinema,Helpful,•,0,1,tamerhaddou-70008,https://www.imdb.com/user/ur131352600/?ref_=tturv_usr_2033_t,"Jun 26, 2021",https://www.imdb.com/title/tt0068646/review/rw7065069/?ref_=tturv_perm_2033,"Coppola's immortal cinematic masterpiece in the history of cinema, the greatest cinematic film, has an impact in the world of films. The greatest director in the history of cinema and the greatest acting. Marlon Brando, the godfather of world cinema, has played a great role in the history of cinema 10/10."
10,/10,https://www.imdb.com/title/tt0068646/review/rw7042399/?ref_=tturv_2034,My favorite movie.,Helpful,•,1,0,VITALYI_KARYAKIN,https://www.imdb.com/user/ur99623698/?ref_=tturv_usr_2034_t,"Jun 19, 2021",https://www.imdb.com/title/tt0068646/review/rw7042399/?ref_=tturv_perm_2034,I constantly review it. Great acting. Excellent direction.
10,/10,https://www.imdb.com/title/tt0068646/review/rw7032202/?ref_=tturv_2035,overrated,Helpful,•,1,0,kpahwueitoerey,https://www.imdb.com/user/ur133660838/?ref_=tturv_usr_2035_t,"Jun 15, 2021",https://www.imdb.com/title/tt0068646/review/rw7032202/?ref_=tturv_perm_2035,This is barely a masterpiece in my opinion. The direction and acting are completely flawless but it lack a lot in writing compared to what people say. Its pretty enjoyable tho ngl.
10,/10,https://www.imdb.com/title/tt0068646/review/rw7008909/?ref_=tturv_2036,ww,Helpful,•,1,0,wesamhezam,https://www.imdb.com/user/ur133425641/?ref_=tturv_usr_2036_t,"Jun 7, 2021",https://www.imdb.com/title/tt0068646/review/rw7008909/?ref_=tturv_perm_2036,
9,/10,https://www.imdb.com/title/tt0068646/review/rw7008027/?ref_=tturv_2037,Good movie,Helpful,•,1,0,gajendraraj-34901,https://www.imdb.com/user/ur133415845/?ref_=tturv_usr_2037_t,"Jun 7, 2021",https://www.imdb.com/title/tt0068646/review/rw7008027/?ref_=tturv_perm_2037,
10,/10,https://www.imdb.com/title/tt0068646/review/rw6999729/?ref_=tturv_2038,"This is literally the perfect film, there is no other way someone logical can put it.",Helpful,•,1,0,hanirostamani-53571,https://www.imdb.com/user/ur119466631/?ref_=tturv_usr_2038_t,"Jun 4, 2021",https://www.imdb.com/title/tt0068646/review/rw6999729/?ref_=tturv_perm_2038,"One of cinema's greatest achievements. Trimming the fat of the source novel while keeping the mature spirit, The Godfather is an essential watch for anyone who claims to love movies."
9,/10,https://www.imdb.com/title/tt0068646/review/rw6998934/?ref_=tturv_2039,An amazing movie with a confusing plot,Helpful,•,0,1,arhanandic,https://www.imdb.com/user/ur131747285/?ref_=tturv_usr_2039_t,"Jun 4, 2021",https://www.imdb.com/title/tt0068646/review/rw6998934/?ref_=tturv_perm_2039,"Some people say this movie is way to heavy handed, especially compared to today's movies and movies Gen Z people like.As a Gen Z, I disagree. This was amazing and deep, I loved it. This movie definitely deserved the love it got."
10,/10,https://www.imdb.com/title/tt0068646/review/rw6987432/?ref_=tturv_2040,Cinema at its finest,Helpful,•,1,0,bigdog-05144,https://www.imdb.com/user/ur69393015/?ref_=tturv_usr_2040_t,"May 31, 2021",https://www.imdb.com/title/tt0068646/review/rw6987432/?ref_=tturv_perm_2040,"This is the movie that I use as a reference for all others to understand the best elements of Film.When I mention world building, editing, cinematography, directing, atmosphere, characterization and they don't understand, I refer them to the titan of all films. The Godfather is that film.While not a horror movie, the scene with the horse head in the beginning of the film pushed me to pursuing my passion for horror films.If you want to begin watching movies as a hobby and really understand the art form, please watch the godfather. It will not dissapoint."
10,/10,https://www.imdb.com/title/tt0068646/review/rw6976118/?ref_=tturv_2041,Simply A Masterpiece,Helpful,•,1,0,HabibieHakim123,https://www.imdb.com/user/ur105506099/?ref_=tturv_usr_2041_t,"May 29, 2021",https://www.imdb.com/title/tt0068646/review/rw6976118/?ref_=tturv_perm_2041,"""The Godfather is a truly Godfather of all mob movie i've ever watch, fills with powerful and outstanding perfomance by all the cast, again added with Marlon Brando oscar winning perfomance that really proofing the reason why The Godfather was a Masterpiece"""
10,/10,https://www.imdb.com/title/tt0068646/review/rw6957188/?ref_=tturv_2042,A Complete Masterpiece,Helpful,•,0,1,huseyinzenginoglu,https://www.imdb.com/user/ur45520081/?ref_=tturv_usr_2042_t,"May 23, 2021",https://www.imdb.com/title/tt0068646/review/rw6957188/?ref_=tturv_perm_2042,"In a scene where Marlon Brando should look angry, she's a masterpiece that allows us to see how wonderful an actor she is by bending her vein on her forehead at her own will."
9,/10,https://www.imdb.com/title/tt0068646/review/rw6945152/?ref_=tturv_2043,The beginning of an atragedy,Helpful,•,1,0,javierezequielhomero,https://www.imdb.com/user/ur132691932/?ref_=tturv_usr_2043_t,"May 20, 2021",https://www.imdb.com/title/tt0068646/review/rw6945152/?ref_=tturv_perm_2043,
10,/10,https://www.imdb.com/title/tt0068646/review/rw6942181/?ref_=tturv_2044,They don't make films like these anymore.,Helpful,•,0,1,eldreddsouza,https://www.imdb.com/user/ur78310344/?ref_=tturv_usr_2044_t,"May 19, 2021",https://www.imdb.com/title/tt0068646/review/rw6942181/?ref_=tturv_perm_2044,"I'll be honest, when I watched this film as a 16 year old I had given it a 5 on IMDb. Back then I found it long, slow and boring and wondered why it had such high ratings. What can I say? I was really dumb and stupid at that time. Now at 22, I feel so ashamed for my thoughts about this film in the past. This is a fricking Perfect film. Release in1972, I can only imagine what waves it must have created around the world back then. The characters, their development, the story, acting and everything are solid! Yes it is long and may feel slow paced, but I don't know how 3 hours passed by. An absolute Masterpiece!"
10,/10,https://www.imdb.com/title/tt0068646/review/rw6935780/?ref_=tturv_2045,The best ever,Helpful,•,1,0,Maafushi,https://www.imdb.com/user/ur118798667/?ref_=tturv_usr_2045_t,"May 17, 2021",https://www.imdb.com/title/tt0068646/review/rw6935780/?ref_=tturv_perm_2045,This movie has everything a movie needs. No further explanation needed.
10,/10,https://www.imdb.com/title/tt0068646/review/rw6925523/?ref_=tturv_2046,The Godfather,Helpful,•,1,0,jamirrissardo,https://www.imdb.com/user/ur57445354/?ref_=tturv_usr_2046_t,"May 15, 2021",https://www.imdb.com/title/tt0068646/review/rw6925523/?ref_=tturv_perm_2046,An iconic movie.It was based on Puzo's best-selling 1969 novel.
10,/10,https://www.imdb.com/title/tt0068646/review/rw6907492/?ref_=tturv_2047,That's too good just amazing.,Helpful,•,1,0,rakibulamz,https://www.imdb.com/user/ur132442954/?ref_=tturv_usr_2047_t,"May 12, 2021",https://www.imdb.com/title/tt0068646/review/rw6907492/?ref_=tturv_perm_2047,That's too good just amazing. I just saw this somedays ago.
10,/10,https://www.imdb.com/title/tt0068646/review/rw6906496/?ref_=tturv_2048,Amazing movie,Helpful,•,1,0,dan-15151,https://www.imdb.com/user/ur129083047/?ref_=tturv_usr_2048_t,"May 12, 2021",https://www.imdb.com/title/tt0068646/review/rw6906496/?ref_=tturv_perm_2048,"Best Movie Ever. Since the first time i saw it, i did not expect how this film would grow on me, now everytime it's on tv or somewhere else i need to watch it again. I never get tired of it."
9,/10,https://www.imdb.com/title/tt0068646/review/rw6906379/?ref_=tturv_2049,Just amazing,Helpful,•,1,0,Bastiaannova,https://www.imdb.com/user/ur124329219/?ref_=tturv_usr_2049_t,"May 12, 2021",https://www.imdb.com/title/tt0068646/review/rw6906379/?ref_=tturv_perm_2049,"The movie is a masterpiece, even in 2021 it still is great. It's the best movie of it's kind that I've ever watched."
9,/10,https://www.imdb.com/title/tt0068646/review/rw6901374/?ref_=tturv_2050,If Perfection was a Movie,Helpful,•,1,0,michaelpritchie,https://www.imdb.com/user/ur132129162/?ref_=tturv_usr_2050_t,"May 10, 2021",https://www.imdb.com/title/tt0068646/review/rw6901374/?ref_=tturv_perm_2050,One of the most perfect films of all time. This movie is a must watch and a must watch again. It captures society in the mafia era in the United States. The main thematic conflict is between good and evil and the decent to the dark side for the main character Michael. The movie has a great dichotomy between the purity of religion and crime. Francis Ford Copolla has directed a master piece in this first of the trilogy.
9,/10,https://www.imdb.com/title/tt0068646/review/rw6889974/?ref_=tturv_2051,The best film ever,Helpful,•,1,0,shaerhaytham,https://www.imdb.com/user/ur132127527/?ref_=tturv_usr_2051_t,"May 8, 2021",https://www.imdb.com/title/tt0068646/review/rw6889974/?ref_=tturv_perm_2051,This film is amazing. I watched in my childhood and still.
10,/10,https://www.imdb.com/title/tt0068646/review/rw6870122/?ref_=tturv_2052,It's immoral to rate below 10,Helpful,•,0,1,Asura_H,https://www.imdb.com/user/ur131353779/?ref_=tturv_usr_2052_t,"May 2, 2021",https://www.imdb.com/title/tt0068646/review/rw6870122/?ref_=tturv_perm_2052,"I rate 10 stars for movies that I watch again and again. But if I rate 9 the average will count down, and I can't do that. This movie is great, best than the book, a piece of art, and the favorite of my mom. She can watch it again daily; but I can't, a little long and slow to me in some parts. So, 10 stars deserved; but for my personal taste, 9."
9,/10,https://www.imdb.com/title/tt0068646/review/rw6842127/?ref_=tturv_2053,Impressive,Helpful,•,0,1,juliusmuchorihvader,https://www.imdb.com/user/ur127055003/?ref_=tturv_usr_2053_t,"Apr 23, 2021",https://www.imdb.com/title/tt0068646/review/rw6842127/?ref_=tturv_perm_2053,"The movie is so so amazing,you can never afford missing this i tell you."
10,/10,https://www.imdb.com/title/tt0068646/review/rw6822998/?ref_=tturv_2054,Amazing and Excellent Movie,Helpful,•,1,0,fishermensnetmaine,https://www.imdb.com/user/ur131488398/?ref_=tturv_usr_2054_t,"Apr 17, 2021",https://www.imdb.com/title/tt0068646/review/rw6822998/?ref_=tturv_perm_2054,This is like heaven for someone who is a fan of movies.
10,/10,https://www.imdb.com/title/tt0068646/review/rw6807025/?ref_=tturv_2055,Why I watched this movie,Helpful,•,1,0,BarristerMisu,https://www.imdb.com/user/ur122141127/?ref_=tturv_usr_2055_t,"Apr 12, 2021",https://www.imdb.com/title/tt0068646/review/rw6807025/?ref_=tturv_perm_2055,Because of the title of this movies I watched this movie.
10,/10,https://www.imdb.com/title/tt0068646/review/rw6742911/?ref_=tturv_2056,Even the cat acts well lmao,Helpful,•,1,0,papugomezxd,https://www.imdb.com/user/ur118562064/?ref_=tturv_usr_2056_t,"Mar 26, 2021",https://www.imdb.com/title/tt0068646/review/rw6742911/?ref_=tturv_perm_2056,"The best movie I've ever seen in my life and, of course, the best movie in the world,
Marlon Brando is just excellent as The Godfather, the performances of the whole actors are beautiful. Even the extras acts good(including the cat lmao)
I think this movie is the example of ""how to do the best movie in the history"". The best movie, just that."
10,/10,https://www.imdb.com/title/tt0068646/review/rw6701015/?ref_=tturv_2057,Greatest Film Ever Made,Helpful,•,1,0,jackandholly,https://www.imdb.com/user/ur88675703/?ref_=tturv_usr_2057_t,"Mar 16, 2021",https://www.imdb.com/title/tt0068646/review/rw6701015/?ref_=tturv_perm_2057,"Everything about this film, every aspect, is absolutely perfect. You have an amazing storyline that contains stellar writing, some of the best acting out there, a beautiful score, etc.. There are genuinely 0 flaws with this movie. It is a stunning piece of cinema that every film lover needs to watch at least once."
7,/10,https://www.imdb.com/title/tt0068646/review/rw6676556/?ref_=tturv_2058,Great film,Helpful,•,0,1,josephrosenbert,https://www.imdb.com/user/ur31123921/?ref_=tturv_usr_2058_t,"Mar 9, 2021",https://www.imdb.com/title/tt0068646/review/rw6676556/?ref_=tturv_perm_2058,"They don't make these epic films anymore.I thought it was a tad too violent. Not my taste.Perhaps the best thing about The Godfather is that, even though the characters are involved in some questionable activities, they aren't really made out to be bad guys; you keep cheering for the Corleones almost no matter what they do. Some people might use this as criticism but I think it is rather refreshing.Finally, the film is so well crafted in almost every aspect; the sound (particularly in the scene where Michael Corleone kills Sollozzo and McCluskey but also Nino Rota's score, of course), the cinematography (there are some stunning shots) and the aforementioned acting is all top notch. And yet, I think it falls a bit short of a masterpiece even though I have very few complaints."
9,/10,https://www.imdb.com/title/tt0068646/review/rw6674499/?ref_=tturv_2059,Great film.,Helpful,•,0,1,sorawet,https://www.imdb.com/user/ur130189139/?ref_=tturv_usr_2059_t,"Mar 8, 2021",https://www.imdb.com/title/tt0068646/review/rw6674499/?ref_=tturv_perm_2059,"So great! The godfather it's one of the most revered movies of all the time and its contribution to cinema is remarkable. This movie will make you into the world of Mafia while being impressed by technical and narrative aspects. The movie based on the Mario Puzo Novo of the same name. Absolutely I loved this movie, it makes you enjoy with a story. It makes you think of sensible uber class dealing with organized crime, the way of handling situation like a game, make your heart pound faster, sweat and relief. The way this the godfather presents the reason for existence of mafia world, the beginning of it, the balance and falling everything. This movie will give you experience and aspect of life with characters.
The problem in this film is most people are so used to fast-paced films such as action film or series, it is extremely tough to hold their attention span for even less than five minutes unless something interesting or twist happen throughout the film. And the technicolor provides a memorable look for the film, the soundtrack is one of the most memorable in this movie. The performances in the film are amazing, as it features an amazing actor, and I like some scene such as scene of funeral, in this scene themed of soundtrack still remains iconic in my mind. So that this movie is one of a masterpieces classic movie of I have ever seen. I think the godfather is the greatest film in history, Godfather brilliantly weaves an intriguing look into the world of organized crime with innovative storytelling, direction and astounding performances."
7,/10,https://www.imdb.com/title/tt0068646/review/rw6673739/?ref_=tturv_2060,Am I really the only one who thinks this makes no sense?,Helpful,•,0,1,monik_aguilar,https://www.imdb.com/user/ur62203788/?ref_=tturv_usr_2060_t,"Mar 8, 2021",https://www.imdb.com/title/tt0068646/review/rw6673739/?ref_=tturv_perm_2060,
10,/10,https://www.imdb.com/title/tt0068646/review/rw6669426/?ref_=tturv_2061,Masters of Psychology,Helpful,•,1,0,obiethereal,https://www.imdb.com/user/ur130148765/?ref_=tturv_usr_2061_t,"Mar 7, 2021",https://www.imdb.com/title/tt0068646/review/rw6669426/?ref_=tturv_perm_2061,I've watched this trilogy over 100 times now I'm sure - I even have it on my laptop to use as reference when I need some life advice. I've enjoyed this masterpiece as a screenwriter and director and I've borrowed some wisdoms from both Vito and Michael to use when dealing with people. I would give it more than 10 in a rating if I had to. Always going to be the greatest franchises ever created!
7,/10,https://www.imdb.com/title/tt0068646/review/rw6667576/?ref_=tturv_2062,Pretty realistic movie.,Helpful,•,0,1,sarifatosman,https://www.imdb.com/user/ur129424305/?ref_=tturv_usr_2062_t,"Mar 6, 2021",https://www.imdb.com/title/tt0068646/review/rw6667576/?ref_=tturv_perm_2062,I like this movie for it's realness. It's really amazing how a gangster family fight to stay in their position.
10,/10,https://www.imdb.com/title/tt0068646/review/rw6666691/?ref_=tturv_2063,great great and great!!!!,Helpful,•,1,0,ssnasrolahi,https://www.imdb.com/user/ur126846177/?ref_=tturv_usr_2063_t,"Mar 6, 2021",https://www.imdb.com/title/tt0068646/review/rw6666691/?ref_=tturv_perm_2063,"This is the best movie that i ever seen!!!
awesome acting by Al Pacino
and Marlon Berando
great great and great!!!!!!!!!"
10,/10,https://www.imdb.com/title/tt0068646/review/rw6664475/?ref_=tturv_2064,B3hzad,Helpful,•,1,0,behzadmahmoodi-55028,https://www.imdb.com/user/ur130106745/?ref_=tturv_usr_2064_t,"Mar 5, 2021",https://www.imdb.com/title/tt0068646/review/rw6664475/?ref_=tturv_perm_2064,The best movies of all time💯 That you can Never forget
10,/10,https://www.imdb.com/title/tt0068646/review/rw6661504/?ref_=tturv_2065,The epic film of film industry,Helpful,•,1,0,rahulchandra-15255,https://www.imdb.com/user/ur130073035/?ref_=tturv_usr_2065_t,"Mar 5, 2021",https://www.imdb.com/title/tt0068646/review/rw6661504/?ref_=tturv_perm_2065,"A must watch for all film enthusiasts and lovers. The acting, story, the direction it's extraordinary and the movie is released in 1972 that's remarkable."
10,/10,https://www.imdb.com/title/tt0068646/review/rw6650465/?ref_=tturv_2066,My all time fav movie,Helpful,•,1,0,KaziShahAnas,https://www.imdb.com/user/ur29739402/?ref_=tturv_usr_2066_t,"Mar 1, 2021",https://www.imdb.com/title/tt0068646/review/rw6650465/?ref_=tturv_perm_2066,"I wish to give 1000 stars. Epic movie! This movie is the rarest diamond amongst all. Extremely interesting, enticing, thought provoking. What else can be the benchmark for a cinema industry! Oh my God. This movie cams you, makes you feel joy, makes you think of sensible uber class dealing with organized crime, way of handling situation like a game play, astounding personality representation, makes your heart pound faster, your pulse rate, sweat and relief. The way this movie presents the reason for existence of mafia world, the beginning of it, the balance, the fall everything just is so heart touching. Unbelievable. Thank you for giving us such wonderful movie experience. Its tremendous work done. This movie depicts the sincere work with lots of love. No one can bring out such an epic movie, even if paid a billion dollars each. I just get up every time I hear Godfather to watch time and again."
10,/10,https://www.imdb.com/title/tt0068646/review/rw6638987/?ref_=tturv_2067,wow,Helpful,•,1,0,rkastro-51647,https://www.imdb.com/user/ur129852538/?ref_=tturv_usr_2067_t,"Feb 26, 2021",https://www.imdb.com/title/tt0068646/review/rw6638987/?ref_=tturv_perm_2067,"Awsome very amazing story i love it
Awsome very amazing story i love it
Awsome very amazing story i love it
Awsome very amazing story i love it"
10,/10,https://www.imdb.com/title/tt0068646/review/rw6629790/?ref_=tturv_2068,LOVE,Helpful,•,1,0,BrockHorwitz,https://www.imdb.com/user/ur29250029/?ref_=tturv_usr_2068_t,"Feb 23, 2021",https://www.imdb.com/title/tt0068646/review/rw6629790/?ref_=tturv_perm_2068,"One of the best movies of all time, so much talent behind and in front of the camera!"
10,/10,https://www.imdb.com/title/tt0068646/review/rw6629306/?ref_=tturv_2069,The greatest movie!,Helpful,•,1,0,giorgiofficial,https://www.imdb.com/user/ur73641575/?ref_=tturv_usr_2069_t,"Feb 23, 2021",https://www.imdb.com/title/tt0068646/review/rw6629306/?ref_=tturv_perm_2069,One of the best films! Probably the best gangster - mafia drama of all time!
10,/10,https://www.imdb.com/title/tt0068646/review/rw6624963/?ref_=tturv_2070,The Greatest Film Of All Time,Helpful,•,1,0,ethlaid,https://www.imdb.com/user/ur129732545/?ref_=tturv_usr_2070_t,"Feb 22, 2021",https://www.imdb.com/title/tt0068646/review/rw6624963/?ref_=tturv_perm_2070,"The masterpiece brought to screen by the fabulous Francis Ford Coppola is nothing more than true perfection. The Godfather is flawless - acting, cinematography, characters, plot... everything builds together perfectly and is simply perfect"
9,/10,https://www.imdb.com/title/tt0068646/review/rw6624932/?ref_=tturv_2071,Legend,Helpful,•,1,0,cynear,https://www.imdb.com/user/ur129732408/?ref_=tturv_usr_2071_t,"Feb 22, 2021",https://www.imdb.com/title/tt0068646/review/rw6624932/?ref_=tturv_perm_2071,
9,/10,https://www.imdb.com/title/tt0068646/review/rw6622916/?ref_=tturv_2072,A bit outdated but still one of the best,Helpful,•,1,0,Max2lax2,https://www.imdb.com/user/ur111602858/?ref_=tturv_usr_2072_t,"Feb 21, 2021",https://www.imdb.com/title/tt0068646/review/rw6622916/?ref_=tturv_perm_2072,"As I was about to watch the movie for the first time, almost 50 years after it's realese, I was expecting it to feel old and outdated. I was wrong. I mean, yes, some parts like image quality and visual effects could have been done better today but they're still not bad. Once the movie got started it found a really good pacing. And the fact that the movie felt so real just made it more tense and engaging. Now, I'm no expert in cinematography, but I felt like I was understanding what was happening in each scene and not once was I interupted by an unatrual tempo or poor cuts. I can definitly see why this is considered a classic and why people love it so much. The question is if the movie really deserves the second highest rating on IMDB?"
10,/10,https://www.imdb.com/title/tt0068646/review/rw6620232/?ref_=tturv_2073,No Brainer: Top Film,Helpful,•,1,0,ItsAlexHype,https://www.imdb.com/user/ur129692264/?ref_=tturv_usr_2073_t,"Feb 21, 2021",https://www.imdb.com/title/tt0068646/review/rw6620232/?ref_=tturv_perm_2073,"One of the best films ever, The Godfather is such a great gangster drama and representation of cinema."
10,/10,https://www.imdb.com/title/tt0068646/review/rw6619928/?ref_=tturv_2074,Hshs,Helpful,•,1,0,gfdda-91064,https://www.imdb.com/user/ur129690737/?ref_=tturv_usr_2074_t,"Feb 21, 2021",https://www.imdb.com/title/tt0068646/review/rw6619928/?ref_=tturv_perm_2074,
10,/10,https://www.imdb.com/title/tt0068646/review/rw6619038/?ref_=tturv_2075,The Godfather trilogy was a highly successful film,Helpful,•,1,0,pundidollar,https://www.imdb.com/user/ur129683325/?ref_=tturv_usr_2075_t,"Feb 21, 2021",https://www.imdb.com/title/tt0068646/review/rw6619038/?ref_=tturv_perm_2075,"Especially for his first film which won a myriad of awards such as best film at the Academy Award and Golden Globe in 1973, and Marlon Brando who won best actor thanks to his acting as the Godfather."
10,/10,https://www.imdb.com/title/tt0068646/review/rw6612961/?ref_=tturv_2076,CLASSIC,Helpful,•,1,0,Shaadmusik,https://www.imdb.com/user/ur14230470/?ref_=tturv_usr_2076_t,"Feb 19, 2021",https://www.imdb.com/title/tt0068646/review/rw6612961/?ref_=tturv_perm_2076,"The ultimate classic of all classic movies. From the directing to the all star acting, supporting cast, and crew. This will forever be a classic and I mean the entire collection. Awesome!"
10,/10,https://www.imdb.com/title/tt0068646/review/rw6612952/?ref_=tturv_2077,Great,Helpful,•,1,0,Shaadmusik,https://www.imdb.com/user/ur14230470/?ref_=tturv_usr_2077_t,"Feb 19, 2021",https://www.imdb.com/title/tt0068646/review/rw6612952/?ref_=tturv_perm_2077,"Awesome directing, acting, and energy. This is a classic that will remain a classic forever. The entire collection is amazing and highly appreciated."
10,/10,https://www.imdb.com/title/tt0068646/review/rw6612535/?ref_=tturv_2078,God father? I mean geod father!,Helpful,•,1,0,omaraldossary-86628,https://www.imdb.com/user/ur128887765/?ref_=tturv_usr_2078_t,"Feb 19, 2021",https://www.imdb.com/title/tt0068646/review/rw6612535/?ref_=tturv_perm_2078,I said geod father how funny I'm? But let's be honest amazing job
