"ipc-rating-star--rating","ipc-rating-star--maxRating","ipc-title-link-wrapper href","ipc-title__text","ipc-btn__text","ipc-voting__label__text","ipc-voting__dot-separator","ipc-voting__label__count","ipc-voting__label__count 2","ipc-link","ipc-link href","ipc-inline-list__item","ipc-link href 2","ipc-html-content-inner-div"
"5","/10","https://www.imdb.com/title/tt0167260/review/rw1149025/?ref_=tturv_1011","Come on this movie is overrated.","","","","","","sebastianm19","https://www.imdb.com/user/ur4155086/?ref_=tturv_usr_1011_t","Aug 12, 2005","https://www.imdb.com/title/tt0167260/review/rw1149025/?ref_=tturv_perm_1011","Can't understand why people like this dull movie. It has boring predictable characters, pretty bad acting. Paper thin personalities, if your bad then your gonna do evil stuff all the time and if your good well u get the point. Even if u haven't't read the book u can figure out whats going to happen 10 min or so in to the movie. 3 hours long, nothing really going on except Frodo almost dying a few times but of course saved in the last minute. Sam having his little annoying speech thats suppose to be heartwarming or something. 3 hours? they could've cut it to 2 and that would be more then enough. I dread the directors cut. Sure it has its moments but come on people! Is this movie really better than Pulp Fiction, The Pianoist, American Beauty etc etc etc?."
"9","/10","https://www.imdb.com/title/tt0167260/review/rw1146740/?ref_=tturv_1012","Not as good as the Fellowship but better than the Two Towers","","","","","","Steven_Hibs","https://www.imdb.com/user/ur6511300/?ref_=tturv_usr_1012_t","Aug 9, 2005","https://www.imdb.com/title/tt0167260/review/rw1146740/?ref_=tturv_perm_1012","Peter Jacksons' first major task was to make Lord of the Rings into one film. ""Impossible"", Peter Jackson said, there was no way he could fit all the information into one film. But one of the producers in New Line Cinema said why not make three films because there is three books. It was exactly what the crew making the film wanted to hear. So then the scripts were re-writ to fit three films. After the theatrical release, director Peter Jackson wanted to create an extended version for each film. This was because Peter Jackson wanted to capture it for posterity.The Lord of the Rings was a cinematic masterpiece, the greatest book of the 20th Century was made into the greatest film trilogy of the 21st Century.The end of the trilogy is here and what a way to end it. The Lord of the Rings: The Return of the King deserved an academy award, but it won 11 out of a possible 14, that's a phenomenal record. The journey ends as Aragorn, Legolas, Gimli, Merry and Pippin fight to defend Gondor, the white city. And all journey's come to a successful conclusion, as all the survivors from the battle of the Pellanor Fields go to the Black Gate to give Frodo and Sam one last chance to destroy the One Ring. Great film, Peter Jackson has made a fantastic series, with the help of the film-making crew. the trilogy will be remembered for decades to come."
"5","/10","https://www.imdb.com/title/tt0167260/review/rw1120245/?ref_=tturv_1013","Why???","","","","","","derlith","https://www.imdb.com/user/ur2946109/?ref_=tturv_usr_1013_t","Jul 5, 2005","https://www.imdb.com/title/tt0167260/review/rw1120245/?ref_=tturv_perm_1013","Why does everybody like this movie? I can't understand the big fuzz about it. It's predictable (I know it's a book), it's sometimes boring it has bad actors and has one of the worst typical Hollywood endings I've seen. The good thing about the movie is the direction. I have always liked so it's very weird that I didn't love this. It's a good movie but not more, if it wasn't for all the production-money they had it would have been crap. This movie won 11 Oscars and was top box-office movie of the year.I give this movie 6 out of 10 (good but not more). It's my opinion and i don't want any fanboys to argue with me."
"7","/10","https://www.imdb.com/title/tt0167260/review/rw1118095/?ref_=tturv_1014","What the heck is LOTR doing on the list?","","","","","","sxjTheFirst","https://www.imdb.com/user/ur5758753/?ref_=tturv_usr_1014_t","Jul 3, 2005","https://www.imdb.com/title/tt0167260/review/rw1118095/?ref_=tturv_perm_1014","I asked myself ""What the heck (actually ***k) this movie is doing here in the list of Top 250 movies of all time?"". But hey this is a list decided on votes and popularity nothing to do with the quality of the film I bet as time continues its inexorable march and the movie isn't that fresh in viewers' minds it wouldn't be rated this high...but then you never know popular taste is so unpredictable.An average movie with nothing deep or thought-provoking about it. Nice special effects and scenery though. A movie of the time a blockbuster but certainly not a great one. I was very bored when I saw this movie.What the movie has going for it is the LOTR enthusiasts like Trekkies they watch/buy anything that has to to with the movie and the cult around it. I know a guy who works in the California branch of my office who has the entire set of LOTR characters as small figurines on his desk ---Insert Rolling of Eyes icon here---!!!My rating is 4 of 10"
"7","/10","https://www.imdb.com/title/tt0167260/review/rw1115357/?ref_=tturv_1015","A Solid Film, but very overrated","","","","","","groundalm","https://www.imdb.com/user/ur5615202/?ref_=tturv_usr_1015_t","Jun 29, 2005","https://www.imdb.com/title/tt0167260/review/rw1115357/?ref_=tturv_perm_1015","This is probably the best sequel made in recent years, but in my mind does not measure up to another American blockbuster, star wars. It does not rival the quality of Return of the Jedi. And this movie rated third all time? Absolute blaspheme. The novels were designed to tell the story about corruption and power, yet the movie deserts to extravagant special effects and goes completely against the message of the movie. It extends approximately an hour longer than it has to, without proper cuts being made. The end half-hour seems to whimsical, using the same technique of cutting to a whimsical look over and over, making it boring and pointless. I got tired at the end, I didn't care anymore. Don't get me wrong, this movie is by no means bad, it should be held in high esteem, but top 100 all time, that a push, top 10, absolute bull. I cannot believe enough ignorant people gave this movie a ten."
"4","/10","https://www.imdb.com/title/tt0167260/review/rw1098954/?ref_=tturv_1016","Why is this movie rated that high?","","","","","","fjosnisse","https://www.imdb.com/user/ur5199499/?ref_=tturv_usr_1016_t","Jun 8, 2005","https://www.imdb.com/title/tt0167260/review/rw1098954/?ref_=tturv_perm_1016","When it comes to TLOTR:The Return of the King, I personally think that this is not such a fabulous movie. First of all I would like to comment on the acting, many of the actors in the movie is to me very dorky. Orlando Bloom seems to only got one face that he uses throughout the whole movie,this is a very lousy performance. And Viggo Mortensen only seems good because many of his scenes are along with Bloom. That I mean is that, next to Orlando Bloom even Dolph Lundgren would appear to be a Oscar candidate. Of course many of the battle scenes are great, and very entertaining to watch, but this is not enough to make this a classic movie, but of course, it will become one anyway. And much of the comedy in the movie, specially the scenes with Gimli and Legolas, are totally unnecessary. This is not successful, and one of the things that could have been changed or even left out of the movie."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1079263/?ref_=tturv_1017","An astonishing achievement","","","","","","jmcleod_5","https://www.imdb.com/user/ur5291887/?ref_=tturv_usr_1017_t","May 12, 2005","https://www.imdb.com/title/tt0167260/review/rw1079263/?ref_=tturv_perm_1017","What can you say about the third movie in the trilogy. Bloody marvelous for one. Peter Jackson takes the credit for the trilogy but let's not forget the contributions of Fran Walsh and Phillipa Boyens. Jackson is good at the blood and guts and the spectacle but Walsh and Boyens are obviously the heart behind the quieter, yet no less emotional scenes. There's Richard Taylor's almost impossible monumental undertaking of every detail behind the scenes. There's Howard Shore, Andrew Lesnie, John Howe and Alan Lee, Grant Major and numerous others. Too many to name here.The flaws I saw with this film were it's final twenty or so minutes that seemed to drag on for too long. That's pretty minor though considering the tripe that usually ends up on movie screens.Although Return is the least of the three movies it still has some of the most emotional. Sam and Frodo's moments at Mount Doom are some of the best in recent cinema. Also when Aragorn tells the four Hobbits that they bow to no one. It still brings a tear to my eye.The trilogy is probably best viewed as one whole movie but will always be seen as three parts due to the fact that it took us two years to view them.The best reason in years to go to the movies."
"7","/10","https://www.imdb.com/title/tt0167260/review/rw1047531/?ref_=tturv_1018","not so fantastic","","","","","","hoverr","https://www.imdb.com/user/ur3957009/?ref_=tturv_usr_1018_t","Mar 26, 2005","https://www.imdb.com/title/tt0167260/review/rw1047531/?ref_=tturv_perm_1018","OK, i agree, this movie is good. But why it's third movie on the list? And why it won an Oscar? I think that -for example- 'Mystic river' is definitely a better movie, with more moving act, more fantastic story and music. 'LOTR: The Return of The King' is overrated! I enjoyed it, but the technical side is most important in it. The story, and acting are, maybe not bad, but not excellent too. Cate Blanchett, Elijah Wood, Liv Tyler - they were almost wonderful, but other cast (with Mortensen on the top) weren't so 'unussual'. I appreciate Peter Jackson - he just did a good job.. nothing more. I recommend it, but people... it's not a greatest movie ever..."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw10304677/?ref_=tturv_1019","Easily one of the best Conclusions to Any Trilogy","Spoiler","","","","","petraktheman","https://www.imdb.com/user/ur154060593/?ref_=tturv_usr_1019_t","Feb 4, 2025","https://www.imdb.com/title/tt0167260/review/rw10304677/?ref_=tturv_perm_1019",""
"10","/10","https://www.imdb.com/title/tt0167260/review/rw10303590/?ref_=tturv_1020","Best movie ever","","","","","","obertjeremiah","https://www.imdb.com/user/ur112141698/?ref_=tturv_usr_1020_t","Feb 3, 2025","https://www.imdb.com/title/tt0167260/review/rw10303590/?ref_=tturv_perm_1020","Still the greatest movie ever madeNothing even comes close and I may well not see it personally topped. Every single scene is magnificent. The acting is superb as is the direction, script, hauntingly beautiful music, cinematography and the incredible battles; especially the hour long battle on the Pellenor Fields and Minas Tirith. The characters are some of the greatest ever created and to root for. The movie is simply perfection from beginning to end and the 4 hour version is just as majestic. There's not a single negative thing I can say about a movie that deserves all it's nominated Oscars. My family and I watched it 4 times in its first 12 days of release. A joyous experience every time. Magnificent!!!!!!"
"9","/10","https://www.imdb.com/title/tt0167260/review/rw1029293/?ref_=tturv_1021","What are you all complaining for?","Spoiler","","","","","canubelieveitsnotbutter","https://www.imdb.com/user/ur3596169/?ref_=tturv_usr_1021_t","Feb 26, 2005","https://www.imdb.com/title/tt0167260/review/rw1029293/?ref_=tturv_perm_1021",""
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1021960/?ref_=tturv_1022","God save the king ¡","","","","","","gasprino","https://www.imdb.com/user/ur4804821/?ref_=tturv_usr_1022_t","Feb 15, 2005","https://www.imdb.com/title/tt0167260/review/rw1021960/?ref_=tturv_perm_1022","I will never forget this trilogy¡ Jackson's directing achievement can't be measure¡ special effects, cinematography, make up, costume design, sound, score, editing, screenplay, actor's performances ... everything in it's right place. I'm sure lots of people all over the world feels the same about the movie. Ian McKellen is Gandalf, he is not just an actor... He really became the white wizard¡ Mortensen, Wood, Weaving, Bloom, Astin, Blanchette, Tyler ... what a crew¡ I read the book four years ago, and i just could't believe that images from movie matched perfectly with my imagination. I wish this movie make directors and producer of Hollywood assume new challenges¡ God save the King¡"
"5","/10","https://www.imdb.com/title/tt0167260/review/rw1016704/?ref_=tturv_1023","to big-to fast","","","","","","andyheuvel","https://www.imdb.com/user/ur1836325/?ref_=tturv_usr_1023_t","Feb 7, 2005","https://www.imdb.com/title/tt0167260/review/rw1016704/?ref_=tturv_perm_1023","To me it's unbelievable that this movie counts as the second best movie ever made. The book(s) themselves are brilliant which means that Jackson had plenty to work with. He started out alright as far as i'm concerned; the first movie has the feel of a dark somewhat mysterious adventure. His reasons for changing from this feel to the more mainstream ""big spectacle"" feel remain a big question to me. Alright, this one's better then the second one, but i'm not sure that's that big of an accomplishment. The acting is mediocre from time to time, the special effects are great at one moment and stink the next. The scenario has a great potential, but turned out reasonable at best and to top this all: the dialogs are downright childish most of the time. All-in-all the whole movie, in my opinion, was shot way to fast. It lacks any artistic feeling."
"7","/10","https://www.imdb.com/title/tt0167260/review/rw1006174/?ref_=tturv_1024","A good movie, but not great","Spoiler","","","","","Vidgamefreak7","https://www.imdb.com/user/ur4118152/?ref_=tturv_usr_1024_t","Jan 23, 2005","https://www.imdb.com/title/tt0167260/review/rw1006174/?ref_=tturv_perm_1024",""
"6","/10","https://www.imdb.com/title/tt0167260/review/rw1003961/?ref_=tturv_1025","Over rated","","","","","","Mitski007","https://www.imdb.com/user/ur4633431/?ref_=tturv_usr_1025_t","Jan 20, 2005","https://www.imdb.com/title/tt0167260/review/rw1003961/?ref_=tturv_perm_1025","Way too long, boring and repetitious. I hope the editor didn't get payed too much. Besides, they tried to make it like a Star Wars spectacle too soon. Didn't work. And Elijah Wood is horrible. I probably would have enjoyed the battle scenes if I hadn't already seen a bunch in the first two movies. And if they could cut out some stuff from the book, then they could have cut out the Tree Beards or whatever. That was just stupid. The whole relationship between the evil king and his son, Sean Bean's brother was ridiculous. I don't think Peter Jackson filmed enough shots of the king eating the grapes. Well everyone hypes it up and I just don't think it was that great. Too many endings! Pick one."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1246754/?ref_=tturv_1001","Jackson comes of age","","Helpful","•","1","2","Sparrowmaniac","https://www.imdb.com/user/ur4101373/?ref_=tturv_usr_1001_t","Dec 25, 2005","https://www.imdb.com/title/tt0167260/review/rw1246754/?ref_=tturv_perm_1001","Peter Jackson finally completes his epic tale, and what a tale it was. An unforgettable journey through middle earth comes to an end with the destruction of the one ring, and Sauron, the dark lord. The Age of men comes and the elves and the wizards leave the middle earth. That's just about what happens in the movie.But nothing can be expressed, about what the actual experience feels like, the fight on the fields of Gondor, the Rohan's armies war cry, it still fills me up, with emotion. It's just about perfect. I mean I literally cannot write anything about this movie, untoward. The special effects will be a benchmark for days to come, the score was mind blowing, the acting was stupendous, the screenplay, costumes, well, I'm running out of words to write in this review... It's a must watch for every man, woman or child capable for a movie going experience...A perfect 10/10..."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1244901/?ref_=tturv_1002","Peter Jackson does the impossible","","Helpful","•","1","2","heybow","https://www.imdb.com/user/ur8508263/?ref_=tturv_usr_1002_t","Dec 22, 2005","https://www.imdb.com/title/tt0167260/review/rw1244901/?ref_=tturv_perm_1002","The ring trilogy has long been one of my favorite books, but I thought it could never be made into a movie due to the complexity and length. But Peter Jackson (who may actually be a Hobbit) did a magnificent job of translating the books into movies and the Return of the KIng is a masterpiece all by itself. he was brilliant in making all 3 movies at the same time, no cast members died as in Harry Potter and he could shoot out of order and put it together later. I think his choice of cast is also outstanding and the character literally speak for themselves with fantastic performances. This is a must see and a collector's item since I do not think it will ever be done again."
"5","/10","https://www.imdb.com/title/tt0167260/review/rw1241201/?ref_=tturv_1003","Drama = Whispering?","","Helpful","•","1","2","chowjoe","https://www.imdb.com/user/ur2858730/?ref_=tturv_usr_1003_t","Dec 18, 2005","https://www.imdb.com/title/tt0167260/review/rw1241201/?ref_=tturv_perm_1003","Peter Jackson handles spectacle well but doesn't know when to stop. The homoerotic subtext of the Frodo-Sam plot line is kind of amusing if not so very repetitive. I keep waiting for them to kiss (or at least rub each other's grubby little feet) and get it over with. Viggo Mortenson seems to play a character in desperate need of a bath, especially when standing next to his comrade-in-arms Orlando Bloom, who looks like an Ivory Soap model. But aside from all that, since when has delivering dialog in a whisper become a shorthand for drama and intensity? Granted, Hitchcock and Welles had their actors whispering in moments of high drama as well, but they were usually justified by context. Maybe the likes of Viggo and Liv Tyler (and that barely comprehensible Gollum dude) just lack the vocal chops for high drama. That's probably why Ian McKellen is the standout actor in this whole mess. I enjoy the flick much more when he shows up. He speaks clearly and looks like he bathes regularly."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1230679/?ref_=tturv_1004","It changed my views on watching films.","","Helpful","•","1","2","erik-diehn","https://www.imdb.com/user/ur7629280/?ref_=tturv_usr_1004_t","Dec 4, 2005","https://www.imdb.com/title/tt0167260/review/rw1230679/?ref_=tturv_perm_1004","For every person who watches movies, there is one film that he or she really enjoys the most. This film is the one that I enjoy the most. It excels in all of the areas of film making. The story is well-written, the characters are likable, the effects are amazing, and the dialog is unforgettable. The Return of The King is destined to become a classic motion picture that will be remembered for many years to come. Peter Jackson has created a cinematic masterpiece to be enjoyed by all. Every person who watches it will find some part of it that they will like very much. I would recommend it to any film buff. I am sure that they would not be disappointed by seeing it."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1227819/?ref_=tturv_1005","best movie of all times","","Helpful","•","1","2","lotrfan2810","https://www.imdb.com/user/ur7483683/?ref_=tturv_usr_1005_t","Nov 29, 2005","https://www.imdb.com/title/tt0167260/review/rw1227819/?ref_=tturv_perm_1005","This movie is the most inspiring piece of film-work I have seen in years. The beautiful movie-making by Mr. Peter Jackson was one worthy of robust applause and I salute him for his daring to be excellent and for give the Lord of the Rings books the best movie counterpart it could possibly have. When I first saw the movie in theaters, I felt slightly nervous at first to see what was going to appear on that screen, but it went beyond my expectations even though it still didn't contain all I wanted it too, I felt that Tolkien's masterpiece was payed the most proper respect with this movie. I love the complexities Jackson managed to weave into the story and how he really knows how to make a movie. I love the devotion and attention from all the people involved. You couldn't ask for anything better and the fact that they won all those Oscars makes me happy to see this marvelous movie recognized so wonderfully. When I watch this movie, it makes me feel awe and an overwhelming sense of hope for the next generation of movies. Any devoted Tolkien fan would be proud of this work."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1191044/?ref_=tturv_1006","The Best Movie Ever Made","","Helpful","•","1","2","Planet-man77","https://www.imdb.com/user/ur6194120/?ref_=tturv_usr_1006_t","Oct 10, 2005","https://www.imdb.com/title/tt0167260/review/rw1191044/?ref_=tturv_perm_1006","This is quite simply, the best movie ever made. Accept it. Everything about this movie is perfect. Everything. This is the only movie I've ever seen that I can truly say that about. If you haven't seen this movie, your missing out on the experience of a lifetime. Don't believe me? Will the the fact that it's tied for Most Oscar's Ever convince you? What about the fact that it's the fastest movie ever to gross 1 billion dollars? Sean Astin, Sir Ian McKellan, and EVERYONE else in this movie gives an absolutely phenomenal performance. The special effects are flawless, and even the moments of comic relief are impeccable. If you only see one movie this LIFETIME, make it this one. For the love of all that is good, make it this one."
"9","/10","https://www.imdb.com/title/tt0167260/review/rw1159272/?ref_=tturv_1007","Long ending, which keeps the story alive","Spoiler","Helpful","•","1","2","tsd-anb","https://www.imdb.com/user/ur6920146/?ref_=tturv_usr_1007_t","Aug 27, 2005","https://www.imdb.com/title/tt0167260/review/rw1159272/?ref_=tturv_perm_1007",""
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1158489/?ref_=tturv_1008","LORD of the Rings!","","Helpful","•","2","1","cragsby_kellogs","https://www.imdb.com/user/ur5194982/?ref_=tturv_usr_1008_t","Aug 26, 2005","https://www.imdb.com/title/tt0167260/review/rw1158489/?ref_=tturv_perm_1008","Lord of all films-Better than Godfather and Shawshank Redemption.Oscar dominance-Level with Ben-Hur and Titanic but 11/11. Beat that! Reads like a book-Read the entire book collection especially the hobbit.Down to 'middle' earth-Brilliant structure and overall editing.Offers epic battles-Best fight scenes you'll ever see in a film.Features a brilliant cast-Bloom, Tyler, Blanchett, McKellen, Bean, etc.Teaches us all friendship-Sam and Frodo, Legolas and Gimli, etc.Heroic characters-Aragorn, Sam, Merry, Pippin, Eowyn, Faramir.Even better than first 2-Definetly the best of the trilogy.Reaches new heights in film-making-Best film crew ever established.Incredible visual effects-Move over Titanic, Star Wars, Matrix etc.New beginning for stars-Elijah Wood, Billy Boyd, Orlando Bloom etc.Great directing-Peter Jackson joins Lucas, Spielberg, Wyler, Lean etc.Seemingly awesome-The greatest film of its generation ever.Reads like a poem!"
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1152772/?ref_=tturv_1009","Wonderful Conclusion to the Trilogy","","Helpful","•","1","2","ezmo87","https://www.imdb.com/user/ur5303247/?ref_=tturv_usr_1009_t","Aug 17, 2005","https://www.imdb.com/title/tt0167260/review/rw1152772/?ref_=tturv_perm_1009","There is no argument that this was the best movie of 2003. It got 11 academy awards which is what it definitely deserved. I saw this movie opening day with a couple friends and we were all very happy with it. It is a great conclusion to the trilogy and the visuals and special effects are better than in fellowship and the two towers. The battle of minas tirith is probably the most awesome battle I've ever seen in a movie before.The story was wonderful and picks up right where the two towers left off and does it great job of actually moving the story along with really good pacing. The plot is great just like the first two. The acting is really good as well. Frodo starts going down hill since the ring is taking him over and he does a great job of acting in the evil kind of way. Andy Serkis as gollum is wonderful just like in the two towers. The movie is probably the most dramatic out of the three movies and it's not melodrama or corny drama, it's actually good and very well done in the conclusion of the movie.The movie runs for 3 hours and 20 minutes. The only minor complaint I have toward this movie in the ending. It was dragged on for a little bit too long and I also thought mordor could have looked a little better when Frodo and Sam finally reached it. It should have looked like how it looked in the first two movies with it's scorching red sky and a dark dark land of mountains with thunder and lightning that looks crazily good. In return of the king, mordor looked more like a night time on a cloudy day. Maybe it's a sign of Sauron loosing power. Who knows. These are just minor complaints that don't take away any of my likings for this movie. Most people would say this was the best out of the trilogy. I personally like them all three of them the same though. These are my favorite movies of all time and it's probably not about to change."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1152571/?ref_=tturv_1010","Cinematically one of the greatest films ever captured!","","Helpful","•","1","2","mperez314159278945","https://www.imdb.com/user/ur5676514/?ref_=tturv_usr_1010_t","Aug 17, 2005","https://www.imdb.com/title/tt0167260/review/rw1152571/?ref_=tturv_perm_1010","Peter Jacksons Best work so far! The depth in the relationship of the fellowship continues to fall apart as Frodo and Sam Reach their destination; I liked the sense of compassion between each of the characters although they weren't always with each other. Although the book is more Intriguing the way the screenplay was composed worked perfectly! This excellent work of art lives up to its reputation with its amazing 11 academy award winning Oscars! With more pain, suffering, and loss throughout the story, the actors deliver a powerful sense of their characters with their talents. In my opinion this is my favorite out of the three part trilogy!!!"
"5","/10","https://www.imdb.com/title/tt0167260/review/rw1149025/?ref_=tturv_1011","Come on this movie is overrated.","","Helpful","•","0","3","sebastianm19","https://www.imdb.com/user/ur4155086/?ref_=tturv_usr_1011_t","Aug 13, 2005","https://www.imdb.com/title/tt0167260/review/rw1149025/?ref_=tturv_perm_1011","Can't understand why people like this dull movie. It has boring predictable characters, pretty bad acting. Paper thin personalities, if your bad then your gonna do evil stuff all the time and if your good well u get the point. Even if u haven't't read the book u can figure out whats going to happen 10 min or so in to the movie. 3 hours long, nothing really going on except Frodo almost dying a few times but of course saved in the last minute. Sam having his little annoying speech thats suppose to be heartwarming or something. 3 hours? they could've cut it to 2 and that would be more then enough. I dread the directors cut. Sure it has its moments but come on people! Is this movie really better than Pulp Fiction, The Pianoist, American Beauty etc etc etc?."
"9","/10","https://www.imdb.com/title/tt0167260/review/rw1146740/?ref_=tturv_1012","Not as good as the Fellowship but better than the Two Towers","","Helpful","•","1","2","Steven_Hibs","https://www.imdb.com/user/ur6511300/?ref_=tturv_usr_1012_t","Aug 10, 2005","https://www.imdb.com/title/tt0167260/review/rw1146740/?ref_=tturv_perm_1012","Peter Jacksons' first major task was to make Lord of the Rings into one film. ""Impossible"", Peter Jackson said, there was no way he could fit all the information into one film. But one of the producers in New Line Cinema said why not make three films because there is three books. It was exactly what the crew making the film wanted to hear. So then the scripts were re-writ to fit three films. After the theatrical release, director Peter Jackson wanted to create an extended version for each film. This was because Peter Jackson wanted to capture it for posterity.The Lord of the Rings was a cinematic masterpiece, the greatest book of the 20th Century was made into the greatest film trilogy of the 21st Century.The end of the trilogy is here and what a way to end it. The Lord of the Rings: The Return of the King deserved an academy award, but it won 11 out of a possible 14, that's a phenomenal record. The journey ends as Aragorn, Legolas, Gimli, Merry and Pippin fight to defend Gondor, the white city. And all journey's come to a successful conclusion, as all the survivors from the battle of the Pellanor Fields go to the Black Gate to give Frodo and Sam one last chance to destroy the One Ring. Great film, Peter Jackson has made a fantastic series, with the help of the film-making crew. the trilogy will be remembered for decades to come."
"5","/10","https://www.imdb.com/title/tt0167260/review/rw1120245/?ref_=tturv_1013","Why???","","Helpful","•","0","3","derlith","https://www.imdb.com/user/ur2946109/?ref_=tturv_usr_1013_t","Jul 6, 2005","https://www.imdb.com/title/tt0167260/review/rw1120245/?ref_=tturv_perm_1013","Why does everybody like this movie? I can't understand the big fuzz about it. It's predictable (I know it's a book), it's sometimes boring it has bad actors and has one of the worst typical Hollywood endings I've seen. The good thing about the movie is the direction. I have always liked so it's very weird that I didn't love this. It's a good movie but not more, if it wasn't for all the production-money they had it would have been crap. This movie won 11 Oscars and was top box-office movie of the year.I give this movie 6 out of 10 (good but not more). It's my opinion and i don't want any fanboys to argue with me."
"7","/10","https://www.imdb.com/title/tt0167260/review/rw1118095/?ref_=tturv_1014","What the heck is LOTR doing on the list?","","Helpful","•","0","3","sxjTheFirst","https://www.imdb.com/user/ur5758753/?ref_=tturv_usr_1014_t","Jul 4, 2005","https://www.imdb.com/title/tt0167260/review/rw1118095/?ref_=tturv_perm_1014","I asked myself ""What the heck (actually ***k) this movie is doing here in the list of Top 250 movies of all time?"". But hey this is a list decided on votes and popularity nothing to do with the quality of the film I bet as time continues its inexorable march and the movie isn't that fresh in viewers' minds it wouldn't be rated this high...but then you never know popular taste is so unpredictable.An average movie with nothing deep or thought-provoking about it. Nice special effects and scenery though. A movie of the time a blockbuster but certainly not a great one. I was very bored when I saw this movie.What the movie has going for it is the LOTR enthusiasts like Trekkies they watch/buy anything that has to to with the movie and the cult around it. I know a guy who works in the California branch of my office who has the entire set of LOTR characters as small figurines on his desk ---Insert Rolling of Eyes icon here---!!!My rating is 4 of 10"
"7","/10","https://www.imdb.com/title/tt0167260/review/rw1115357/?ref_=tturv_1015","A Solid Film, but very overrated","","Helpful","•","1","2","groundalm","https://www.imdb.com/user/ur5615202/?ref_=tturv_usr_1015_t","Jun 30, 2005","https://www.imdb.com/title/tt0167260/review/rw1115357/?ref_=tturv_perm_1015","This is probably the best sequel made in recent years, but in my mind does not measure up to another American blockbuster, star wars. It does not rival the quality of Return of the Jedi. And this movie rated third all time? Absolute blaspheme. The novels were designed to tell the story about corruption and power, yet the movie deserts to extravagant special effects and goes completely against the message of the movie. It extends approximately an hour longer than it has to, without proper cuts being made. The end half-hour seems to whimsical, using the same technique of cutting to a whimsical look over and over, making it boring and pointless. I got tired at the end, I didn't care anymore. Don't get me wrong, this movie is by no means bad, it should be held in high esteem, but top 100 all time, that a push, top 10, absolute bull. I cannot believe enough ignorant people gave this movie a ten."
"4","/10","https://www.imdb.com/title/tt0167260/review/rw1098954/?ref_=tturv_1016","Why is this movie rated that high?","","Helpful","•","0","3","fjosnisse","https://www.imdb.com/user/ur5199499/?ref_=tturv_usr_1016_t","Jun 9, 2005","https://www.imdb.com/title/tt0167260/review/rw1098954/?ref_=tturv_perm_1016","When it comes to TLOTR:The Return of the King, I personally think that this is not such a fabulous movie. First of all I would like to comment on the acting, many of the actors in the movie is to me very dorky. Orlando Bloom seems to only got one face that he uses throughout the whole movie,this is a very lousy performance. And Viggo Mortensen only seems good because many of his scenes are along with Bloom. That I mean is that, next to Orlando Bloom even Dolph Lundgren would appear to be a Oscar candidate. Of course many of the battle scenes are great, and very entertaining to watch, but this is not enough to make this a classic movie, but of course, it will become one anyway. And much of the comedy in the movie, specially the scenes with Gimli and Legolas, are totally unnecessary. This is not successful, and one of the things that could have been changed or even left out of the movie."
"10","/10","https://www.imdb.com/title/tt0167260/review/rw1079263/?ref_=tturv_1017","An astonishing achievement","","Helpful","•","1","2","jmcleod_5","https://www.imdb.com/user/ur5291887/?ref_=tturv_usr_1017_t","May 13, 2005","https://www.imdb.com/title/tt0167260/review/rw1079263/?ref_=tturv_perm_1017","What can you say about the third movie in the trilogy. Bloody marvelous for one. Peter Jackson takes the credit for the trilogy but let's not forget the contributions of Fran Walsh and Phillipa Boyens. Jackson is good at the blood and guts and the spectacle but Walsh and Boyens are obviously the heart behind the quieter, yet no less emotional scenes. There's Richard Taylor's almost impossible monumental undertaking of every detail behind the scenes. There's Howard Shore, Andrew Lesnie, John Howe and Alan Lee, Grant Major and numerous others. Too many to name here.The flaws I saw with this film were it's final twenty or so minutes that seemed to drag on for too long. That's pretty minor though considering the tripe that usually ends up on movie screens.Although Return is the least of the three movies it still has some of the most emotional. Sam and Frodo's moments at Mount Doom are some of the best in recent cinema. Also when Aragorn tells the four Hobbits that they bow to no one. It still brings a tear to my eye.The trilogy is probably best viewed as one whole movie but will always be seen as three parts due to the fact that it took us two years to view them.The best reason in years to go to the movies."
